Threshold,F1-score,Precision,Recall
50,0.0816456705469622,0.9922480620155039,0.042574422085481456
75,0.0816456705469622,0.9922480620155039,0.042574422085481456
100,0.0816456705469622,0.9922480620155039,0.042574422085481456
125,0.0816456705469622,0.9922480620155039,0.042574422085481456
150,0.0816456705469622,0.9922480620155039,0.042574422085481456
200,0.0816456705469622,0.9922480620155039,0.042574422085481456
300,0.0816456705469622,0.9922480620155039,0.042574422085481456
500,0.0816456705469622,0.9922480620155039,0.042574422085481456
1000,0.08165218084682242,0.9941747572815534,0.042574422085481456
